postal_code;locality_name;state_name;lat;lon
B1759;BARRIO LAS NIEVES;Buenos Aires;"Argentina";-34.7675;-58.6428
B1759;BARRIO LA JUSTINA;Buenos Aires;"Argentina";-34.7675;-58.6428
B1759;RUTA 3 KILOMETRO 29,600 AL 32,900;Buenos Aires;"Argentina";-34.7675;-58.6428
B1759;BARRIO VILLA CARMEN;Buenos Aires;"Argentina";-34.7675;-58.6428
B1759;GONZALEZ CATAN ESTAFETA No.4;Buenos Aires;"Argentina";-34.7675;-58.6428
B1759;LA LOMA (GONZALEZ CATAN, PDO. LA MATANZA);Buenos Aires;"Argentina";-34.7675;-58.6428
B1759;RUTA 3 KILOMETRO 29;Buenos Aires;"Argentina";-34.7675;-58.6428
B1759;BARRIO SAN ENRIQUE;Buenos Aires;"Argentina";-34.7675;-58.6428
B1759;EL PROGRESO;Buenos Aires;"Argentina";-34.7675;-58.6428
B1759;ESCUELA AGRICOLA SANTO TOMAS DE AQUINO;Buenos Aires;"Argentina";-34.7675;-58.6428
B1761;PONTEVEDRA;Buenos Aires;"Argentina";-34.7517;-58.7117
B1761;BARRIO EL SOL (PONTEVEDRA, PDO. MERLO;Buenos Aires;"Argentina";-34.7517;-58.7117
B1761;20 DE JUNIO;Buenos Aires;"Argentina";-34.7517;-58.7117
B1761;BARRIO EL OMBU (PONTEVEDRA, PDO. MERLO);Buenos Aires;"Argentina";-34.7517;-58.7117
B1761;BARRIO OLAECHEA;Buenos Aires;"Argentina";-34.7517;-58.7117
B1761;BARRIO LA TEJA;Buenos Aires;"Argentina";-34.7517;-58.7117
B1763;BARRIO ORO VERDE;Buenos Aires;"Argentina";-34.7172;-58.6094
B1763;BARRIO SAN IGNACIO (VIRREY DEL PINO, PDO. LA MATANZA);Buenos Aires;"Argentina";-34.7172;-58.6094
B1763;BARRIO SOFIA BOZAN;Buenos Aires;"Argentina";-34.7172;-58.6094
B1763;GONZALEZ CATAN ESTAFETA No.6;Buenos Aires;"Argentina";-34.7172;-58.6094
B1763;PUENTE EZCURRA;Buenos Aires;"Argentina";-34.7172;-58.6094
B1763;BARRIO LA FORESTA;Buenos Aires;"Argentina";-34.7172;-58.6094
B1763;COLONIA LAS MERCEDES;Buenos Aires;"Argentina";-34.7172;-58.6094
B1763;COLONIA PONTEVEDRA;Buenos Aires;"Argentina";-34.7172;-58.6094
B1763;PARQUE SAN MARTIN (VIRREY DEL PINO, PDO. LA MATANZA);Buenos Aires;"Argentina";-34.7172;-58.6094
B1763;RUTA 3 KILOMETRO 38,100 AL 47;Buenos Aires;"Argentina";-34.7172;-58.6094
B1763;RUTA 3 KILOMETRO 33 AL 38;Buenos Aires;"Argentina";-34.7172;-58.6094
B1763;BARRIO LA MERCEDES;Buenos Aires;"Argentina";-34.7172;-58.6094
B1763;BARRIO SAN MARIANO;Buenos Aires;"Argentina";-34.7172;-58.6094
B1763;BARRIO LELOIR DE QUIROGA;Buenos Aires;"Argentina";-34.7172;-58.6094
B1763;BARRIO LA RECOLETA;Buenos Aires;"Argentina";-34.7172;-58.6094
B1763;BARRIO APOLO;Buenos Aires;"Argentina";-34.7172;-58.6094
B1763;BARRIO ESPERANZA;Buenos Aires;"Argentina";-34.7172;-58.6094
B1763;BARRIO SANTA AMELIA;Buenos Aires;"Argentina";-34.7172;-58.6094
B1763;BARRIO IGNACIO ARIETA;Buenos Aires;"Argentina";-34.7172;-58.6094
B1763;BARRIO COLONIA SAN LORENZO;Buenos Aires;"Argentina";-34.7172;-58.6094
B1763;BARRIO EL SOL (PUENTE EZCURRA, PDO. LA MATANZA);Buenos Aires;"Argentina";-34.7172;-58.6094
B1763;MERCEDES BENZ;Buenos Aires;"Argentina";-34.7172;-58.6094
B1763;BARRIO LA ELVIRA;Buenos Aires;"Argentina";-34.7172;-58.6094
B1763;BARRIO SAN PEDRO (PUENTE EZCURRA, PDO.LA MATANZA);Buenos Aires;"Argentina";-34.7172;-58.6094
B1765;BARRIO LA UNION;Buenos Aires;"Argentina";-34.7;-58.5833
B1765;BARRIO EL MANZANAR;Buenos Aires;"Argentina";-34.7;-58.5833
B1765;BARRIO EL ATALAYA;Buenos Aires;"Argentina";-34.7;-58.5833
B1765;BARRIO LOS CEDROS;Buenos Aires;"Argentina";-34.7;-58.5833
B1765;BARRIO MARCONI;Buenos Aires;"Argentina";-34.7;-58.5833
B1765;BARRIO LA FRAGATA;Buenos Aires;"Argentina";-34.7;-58.5833
B1765;ISIDRO CASANOVA ESTAFETA No.6;Buenos Aires;"Argentina";-34.7;-58.5833
B1765;BARRIO SAN CAYETANO (ISIDRO CASANOVA, PDO. LA MATANZA);Buenos Aires;"Argentina";-34.7;-58.5833
B1765;ISIDRO CASANOVA ESTAFETA No.2;Buenos Aires;"Argentina";-34.7;-58.5833
B1765;ISIDRO CASANOVA;Buenos Aires;"Argentina";-34.7;-58.5833
B1765;BARRIO SAN JOSE (ISIDRO CASANOVA, PDO.LA MATANZA);Buenos Aires;"Argentina";-34.7;-58.5833
B1765;ISIDRO CASANOVA ESTAFETA No.3;Buenos Aires;"Argentina";-34.7;-58.5833
B1765;BARRIO SAN JUAN (ISIDRO CASANOVA, PDO.LA MATANZA);Buenos Aires;"Argentina";-34.7;-58.5833
B1765;BARRIO SAN CARLOS;Buenos Aires;"Argentina";-34.7;-58.5833
B1765;BARRIO SAN MIGUEL;Buenos Aires;"Argentina";-34.7;-58.5833
B1765;ISIDRO CASANOVA ESTAFETA No.5;Buenos Aires;"Argentina";-34.7;-58.5833
B1765;ISIDRO CASANOVA ESTAFETA No.4;Buenos Aires;"Argentina";-34.7;-58.5833
B1766;TABLADA ESTAFETA Nº2;Buenos Aires;"Argentina";-34.7;-58.5333
B1766;TABLADA;Buenos Aires;"Argentina";-34.7;-58.5333
B1766;BARRIO ALMAFUERTE (TABLADA, PDO. LA MATANZA);Buenos Aires;"Argentina";-34.7;-58.5333
B1770;TAPIALES;Buenos Aires;"Argentina";-34.7;-58.5167
B1770;ALDO BONZI;Buenos Aires;"Argentina";-34.7;-58.5167
B1772;BARRIO GENERAL JOSE M. PAZ;Buenos Aires;"Argentina";-34.7083;-58.5083
B1772;BARRIO LAS ACHIRAS;Buenos Aires;"Argentina";-34.7083;-58.5083
B1772;BARRIO PRESIDENTE SARMIENTO;Buenos Aires;"Argentina";-34.7083;-58.5083
B1772;BARRIO SATELITE;Buenos Aires;"Argentina";-34.7083;-58.5083
B1772;BARRIO VICENTE LOPEZ Y PLANES;Buenos Aires;"Argentina";-34.7083;-58.5083
B1772;BARRIO PRESIDENTE URQUIZA;Buenos Aires;"Argentina";-34.7083;-58.5083
B1773;INGENIERO BUDGE;Buenos Aires;"Argentina";-34.7167;-58.4667
B1776;9 DE ABRIL;Buenos Aires;"Argentina";-34.7083;-58.5083
B1776;BARRIO SAN SEBASTIAN;Buenos Aires;"Argentina";-34.7083;-58.5083
B1778;CIUDAD GENERAL MARTIN MIGUEL DE GUEMES ESTAFETA No. 3;Buenos Aires;"Argentina";-34.7167;-58.5333
B1778;CIUDAD GENERAL MARTIN MIGUEL DE GUEMES;Buenos Aires;"Argentina";-34.7167;-58.5333
B1778;JOSE INGENIEROS (ESTACION FCGB. QUERANDI, PDO.LA MATANZA);Buenos Aires;"Argentina";-34.7167;-58.5333
B1778;BARRIO JOSE INGENIEROS;Buenos Aires;"Argentina";-34.7167;-58.5333
B1778;QUERANDI;Buenos Aires;"Argentina";-34.7167;-58.5333
B1778;JUSTO VILLEGAS (PARADA FCGB.);Buenos Aires;"Argentina";-34.7167;-58.5333
B1802;COLONIA LOS CHIVATOS;Buenos Aires;"Argentina";-34.8133;-58.4753
B1802;BALNEARIO POPULAR;Buenos Aires;"Argentina";-34.8133;-58.4753
B1802;AEROPUERTO EZEIZA;Buenos Aires;"Argentina";-34.8133;-58.4753
B1802;COLONIA LA VALENTINA;Buenos Aires;"Argentina";-34.8133;-58.4753
B1802;BARRIO ESTEBAN ECHEVERRIA;Buenos Aires;"Argentina";-34.8133;-58.4753
B1804;EZEIZA ESTAFETA No.3;Buenos Aires;"Argentina";-34.8575;-58.5189
B1804;EZEIZA ESTAFETA No.1;Buenos Aires;"Argentina";-34.8575;-58.5189
B1804;EZEIZA;Buenos Aires;"Argentina";-34.8381;-58.5172
B1804;EZEIZA ESTAFETA No.4;Buenos Aires;"Argentina";-34.8575;-58.5189
B1804;EZEIZA ESTAFETA No.2;Buenos Aires;"Argentina";-34.8575;-58.5189
B1804;BARRIO PROGRESO;Buenos Aires;"Argentina";-34.8575;-58.5189
B1804;CANNING;Buenos Aires;"Argentina";-34.8769;-58.5206
B1804;BARRIO SOL DE ORO;Buenos Aires;"Argentina";-34.8575;-58.5189
B1804;RUTA 205 KILOMETRO 32,500;Buenos Aires;"Argentina";-34.8575;-58.5189
B1804;BARRIO A.T.E.;Buenos Aires;"Argentina";-34.8575;-58.5189
B1804;BARRIO SAN IGNACIO (EZEIZA ESTAFETA No.6, PDO. E.ECHEVERRIA;Buenos Aires;"Argentina";-34.8575;-58.5189
B1806;BARRIO VISTA ALEGRE (TRISTAN SUAREZ, PDO. E. ECHEVERRIA);Buenos Aires;"Argentina";-34.8428;-58.5044
B1806;BARRIO LA PORTEÑA (TRISTAN SUAREZ, PDO. ESTEBAN ECHEVERRIA);Buenos Aires;"Argentina";-34.8428;-58.5044
B1806;BARRIO LUJAN;Buenos Aires;"Argentina";-34.8428;-58.5044
B1806;BARRIO SANTA MARTA (TRISTAN SUAREZ, PDO.E. ECHEVERRIA);Buenos Aires;"Argentina";-34.8428;-58.5044
B1806;BARRIO DEL PLATA;Buenos Aires;"Argentina";-34.8428;-58.5044
B1806;ALTOS DE TRISTAN SUAREZ;Buenos Aires;"Argentina";-34.8428;-58.5044
B1806;BARRIO ALTOS DE TRISTAN SUAREZ;Buenos Aires;"Argentina";-34.8428;-58.5044
B1807;BARRIO STELLA MARIS;Buenos Aires;"Argentina";-34.8428;-58.5044
B1808;FRANCISCO CASAL;Buenos Aires;"Argentina";-34.8428;-58.5044
B1808;BADIOLA;Buenos Aires;"Argentina";-34.8428;-58.5044
B1808;HOGG;Buenos Aires;"Argentina";-34.8428;-58.5044
B1808;ESTANCIA CHICA;Buenos Aires;"Argentina";-34.8428;-58.5044
B1808;BEVERIRI;Buenos Aires;"Argentina";-34.8428;-58.5044
B1808;HARAS ARGENTINA;Buenos Aires;"Argentina";-34.8428;-58.5044
B1808;ERRAMOUSPE;Buenos Aires;"Argentina";-34.8428;-58.5044
B1808;ALEJANDRO PETION (APEADERO FCGR);Buenos Aires;"Argentina";-34.8428;-58.5044
B1808;CARRIQUIBORDE;Buenos Aires;"Argentina";-34.8428;-58.5044
B1808;LA MARISA;Buenos Aires;"Argentina";-34.8428;-58.5044
B1808;LA CAMPANA (VICENTE CASARES, PDO. CAÑUELAS);Buenos Aires;"Argentina";-34.8428;-58.5044
B1812;MAXIMO PAZ;Buenos Aires;"Argentina";-34.9333;-58.6167
B1812;CARLOS SPEGAZZINI;Buenos Aires;"Argentina";-34.9333;-58.6167
B1814;KILOMETRO 59 (APEADERO FCGR.);Buenos Aires;"Argentina";-35.1068;-58.7749
B1814;LA NORIA;Buenos Aires;"Argentina";-35.1667;-58.8
B1814;CAÑUELAS;Buenos Aires;"Argentina";-35.0469;-58.7497
B1814;BARRIO PRIMERO DE MAYO;Buenos Aires;"Argentina";-35.1068;-58.7749
B1814;LA GARITA;Buenos Aires;"Argentina";-35.1068;-58.7749
B1814;CAÑUELAS ESTAFETA No.1;Buenos Aires;"Argentina";-35.1068;-58.7749
B1815;ESCUELA AGRICOLA DON BOSCO;Buenos Aires;"Argentina";-35.049;-58.7221
B1815;KILOMETRO 88 (APEADERO FCGR.,URIBELARREA, PDO.LOBOS);Buenos Aires;"Argentina";-35.049;-58.7221
B1816;COLONIA SANTA ROSA (PDO. CAÑUELAS);Buenos Aires;"Argentina";-35.049;-58.7221
B1816;LOS AROMOS;Buenos Aires;"Argentina";-35.049;-58.7221
B1816;RUTA 205 KILOMETRO 57;Buenos Aires;"Argentina";-35.049;-58.7221
B1816;RUTA 3 KILOMETRO 75,500;Buenos Aires;"Argentina";-35.049;-58.7221
B1822;FIORITO;Buenos Aires;"Argentina";-34.7;-58.45
B1822;CARAZA;Buenos Aires;"Argentina";-34.7;-58.4333
B1822;BARRIO MARIANO MORENO (VALENTIN ALSINA, PDO. LANUS);Buenos Aires;"Argentina";-34.7;-58.4417
B1824;LANUS ESTAFETA No.1;Buenos Aires;"Argentina";-34.7153;-58.4078
B1824;LANUS;Buenos Aires;"Argentina";-34.7153;-58.4078
B1824;GERLI (PDO. LANUS);Buenos Aires;"Argentina";-34.7153;-58.4078
B1824;LANUS ESTAFETA No.3;Buenos Aires;"Argentina";-34.7153;-58.4078
B1824;LANUS ESTAFETA No.2;Buenos Aires;"Argentina";-34.7153;-58.4078
B1824;LANUS ESTAFETA No.5;Buenos Aires;"Argentina";-34.7153;-58.4078
B1824;LANUS ESTAFETA No.7;Buenos Aires;"Argentina";-34.7153;-58.4078
B1824;LANUS ESTAFETA No.10;Buenos Aires;"Argentina";-34.7153;-58.4078
B1824;LANUS ESTAFETA No.4;Buenos Aires;"Argentina";-34.7153;-58.4078
B1824;LANUS ESTAFETA No.9;Buenos Aires;"Argentina";-34.7153;-58.4078
B1824;LANUS ESTAFETA No.8;Buenos Aires;"Argentina";-34.7153;-58.4078
B1825;MONTE CHINGOLO ESTAFETA No.1;Buenos Aires;"Argentina";-34.7167;-58.3333
B1825;BARRIO PRIMAVERA;Buenos Aires;"Argentina";-34.7167;-58.3333
B1825;MONTE CHINGOLO ESTAFETA No.6;Buenos Aires;"Argentina";-34.7167;-58.3333
B1825;A. A. FERNANDEZ;Buenos Aires;"Argentina";-34.7167;-58.3333
B1825;MONTE CHINGOLO ESTAFETA No.7;Buenos Aires;"Argentina";-34.7167;-58.3333
B1825;MONTE CHINGOLO;Buenos Aires;"Argentina";-34.7167;-58.3333
B1825;LA POLVAREDA;Buenos Aires;"Argentina";-34.7167;-58.3333
B1825;BARRIO VILLA OFELIA;Buenos Aires;"Argentina";-34.7167;-58.3333
B1825;MONTE CHINGOLO ESTAFETA No.5;Buenos Aires;"Argentina";-34.7167;-58.3333
B1825;BARRIO VEINTISEIS DE ABRIL;Buenos Aires;"Argentina";-34.7167;-58.3333
B1825;MONTE CHINGOLO ESTAFETA No.2;Buenos Aires;"Argentina";-34.7167;-58.3333
B1825;FUERTE BARRAGAN;Buenos Aires;"Argentina";-34.7167;-58.3333
B1825;MONTE CHINGOLO ESTAFETA No.4;Buenos Aires;"Argentina";-34.7167;-58.3333
B1825;MONTE CHINGOLO ESTAFETA No.3;Buenos Aires;"Argentina";-34.7167;-58.3333
B1826;REMEDIOS DE ESCALADA ESTAFETA Nº1;Buenos Aires;"Argentina";-34.7333;-58.3833
B1826;BARRIO VILLA GENERAL BALCARCE;Buenos Aires;"Argentina";-34.7333;-58.3833
B1826;LAS COLONIAS;Buenos Aires;"Argentina";-34.7333;-58.3833
B1826;REMEDIOS DE ESCALADA;Buenos Aires;"Argentina";-34.7333;-58.3833
B1826;REMEDIOS DE ESCALADA ESTAFETA Nº4;Buenos Aires;"Argentina";-34.7333;-58.3833
B1826;REMEDIOS DE ESCALADA ESTAFETA Nº3;Buenos Aires;"Argentina";-34.7333;-58.3833
B1826;REMEDIOS DE ESCALADA ESTAFETA Nº2;Buenos Aires;"Argentina";-34.7333;-58.3833
B1828;BARRIO MARIANO MORENO (BANFIELD, PDO. LOMAS DE ZAMORA);Buenos Aires;"Argentina";-34.75;-58.4
B1828;BARRIO PROVINCIAS UNIDAS;Buenos Aires;"Argentina";-34.75;-58.4
B1828;BARRIO VILLA MAIPU;Buenos Aires;"Argentina";-34.75;-58.4
B1828;BARRIO PARQUE UNION Y FRATERNIDAD;Buenos Aires;"Argentina";-34.75;-58.4
B1828;BANFIELD;Buenos Aires;"Argentina";-34.75;-58.4
B1832;LOMAS DE ZAMORA;Buenos Aires;"Argentina";-34.7667;-58.4
B1832;LOMAS DE ZAMORA ESTAFETA No.6;Buenos Aires;"Argentina";-34.7667;-58.4
B1832;PARQUE MITRE;Buenos Aires;"Argentina";-34.7667;-58.4
B1832;LOMAS DE ZAMORA ESTAFETA No.2;Buenos Aires;"Argentina";-34.7667;-58.4
B1832;LOMAS DE ZAMORA ESTAFETA No.3;Buenos Aires;"Argentina";-34.7667;-58.4
B1832;LOMAS DE ZAMORA ESTAFETA No.1;Buenos Aires;"Argentina";-34.7667;-58.4
B1832;SANTA MARTA;Buenos Aires;"Argentina";-34.7667;-58.4
B1832;LOMAS DE ZAMORA ESTEFETA No.4;Buenos Aires;"Argentina";-34.7667;-58.4
B1832;LOMAS DE ZAMORA ESTAFETA No.5;Buenos Aires;"Argentina";-34.7667;-58.4
B1832;KILOMETRO 34 (APEADERO FCDFS., SANTA MARTA, PDO.L.DE ZAMORA);Buenos Aires;"Argentina";-34.7667;-58.4
B1832;BARRIO PARQUE BARON;Buenos Aires;"Argentina";-34.7667;-58.4
B1834;PARADA PASCO;Buenos Aires;"Argentina";-34.7833;-58.4
B1834;BARRIO SAN JUAN (TEMPERLEY, PDO.LOMAS DE ZAMORA);Buenos Aires;"Argentina";-34.7833;-58.4
B1834;TEMPERLEY ESTAFETA Nº3;Buenos Aires;"Argentina";-34.7833;-58.4
B1834;TEMPERLEY ESTAFETA Nº7;Buenos Aires;"Argentina";-34.7833;-58.4
B1834;PASCO (APEADERO FCGB);Buenos Aires;"Argentina";-34.7833;-58.4
B1834;TEMPERLEY ESTAFETA Nº1;Buenos Aires;"Argentina";-34.7833;-58.4
B1834;TEMPERLEY ESTAFETA Nº6;Buenos Aires;"Argentina";-34.7833;-58.4
B1834;BARRIO SAN CRISTOBAL;Buenos Aires;"Argentina";-34.7833;-58.4
B1834;TEMPERLEY ESTAFETA Nº2;Buenos Aires;"Argentina";-34.7833;-58.4
B1834;CABAÑA SPINDOLA;Buenos Aires;"Argentina";-34.7833;-58.4
B1834;BARRIO SAN JOSE (TEMPERLEY, PDOS.L.DE ZAMORA Y ALTE.BROWN);Buenos Aires;"Argentina";-34.7833;-58.4
B1834;TEMPERLEY;Buenos Aires;"Argentina";-34.7833;-58.4
B1834;BARRIO SAN FERNANDO;Buenos Aires;"Argentina";-34.7833;-58.4
B1834;BARRIO VILLA LA PAZ;Buenos Aires;"Argentina";-34.7833;-58.4
B1836;LLAVALLOL;Buenos Aires;"Argentina";-34.7833;-58.4333
B1836;BARRIO SANTA CATALINA (LLAVALLOL, PDO.L.DE ZAMORA);Buenos Aires;"Argentina";-34.7833;-58.4333
B1836;BARRIO ALTO VERDE (LLAVALLOL, PDO. DE LOMAS DE ZAMORA);Buenos Aires;"Argentina";-34.7833;-58.4333
B1836;BARRIO LOS PINOS (LLAVALLOL, PDO. LOMAS DE ZAMORA);Buenos Aires;"Argentina";-34.7833;-58.4333
B1836;SANTA CATALINA (ESTACION FCDFS, LLAVALLOL, PDO. L.DE ZAMORA);Buenos Aires;"Argentina";-34.7833;-58.4333
B1838;BARRIO LOS EUCALIPTOS (LUIS GUILLON, PDO. E. ECHEVERRIA);Buenos Aires;"Argentina";-34.8;-58.45
B1838;BARRIO LINDO;Buenos Aires;"Argentina";-34.8;-58.45
B1838;BARRIO LAS MORERAS;Buenos Aires;"Argentina";-34.8;-58.45
B1838;LUIS GUILLON;Buenos Aires;"Argentina";-34.8;-58.45
B1842;BARRIO LANDA;Buenos Aires;"Argentina";-34.815;-58.4792
B1842;MONTE GRANDE;Buenos Aires;"Argentina";-34.815;-58.4792
B1842;BARRIO MARTINEZ MORENO;Buenos Aires;"Argentina";-34.815;-58.4792
B1842;BARRIO LA MORITA;Buenos Aires;"Argentina";-34.815;-58.4792
B1842;BARRIO GRANDE;Buenos Aires;"Argentina";-34.815;-58.4792
B1842;BARRIO VILLA MARIA;Buenos Aires;"Argentina";-34.815;-58.4792
B1842;BARRIO SIGLO XX;Buenos Aires;"Argentina";-34.815;-58.4792
B1842;BARRIO MONTECARLO;Buenos Aires;"Argentina";-34.815;-58.4792
B1842;MONTE GRANDE ESTAFETA No.1;Buenos Aires;"Argentina";-34.815;-58.4792
B1842;MONTE GRANDE ESTAFETA No.6;Buenos Aires;"Argentina";-34.815;-58.4792
B1842;MONTE GRANDE ESTAFETA No.4;Buenos Aires;"Argentina";-34.815;-58.4792
B1842;BARRIO NUESTRAS MALVINAS;Buenos Aires;"Argentina";-34.815;-58.4792
B1842;BARRIO MONTE CHICO;Buenos Aires;"Argentina";-34.815;-58.4792
B1842;EL JAGUEL (PDO. ESTEBAN ECHEVERRIA);Buenos Aires;"Argentina";-34.815;-58.4792
B1842;MONTE GRANDE ESTAFETA No.5;Buenos Aires;"Argentina";-34.815;-58.4792
B1842;MONTE GRANDE ESTAFETA No.2;Buenos Aires;"Argentina";-34.815;-58.4792
B1842;MONTE GRANDE ESTAFETA No.3;Buenos Aires;"Argentina";-34.815;-58.4792
B1842;BARRIO SANTA ISABEL (MONTE GRANDE, PDO.E.ECHEVERRIA);Buenos Aires;"Argentina";-34.815;-58.4792
B1846;BARRIO SAN JOSE (ALTE. BROWN, PDO. ALTE. BROWN);Buenos Aires;"Argentina";-34.7849;-58.3791
B1846;ALMIRANTE BROWN;Buenos Aires;"Argentina";-34.7881;-58.4039
B1846;JOSE MARMOL;Buenos Aires;"Argentina";-34.7833;-58.3833
B1846;ADROGUE;Buenos Aires;"Argentina";-34.7849;-58.3791
B1846;BARRIO LOMA VERDE;Buenos Aires;"Argentina";-34.7849;-58.3791
B1846;MARTIN ARIN;Buenos Aires;"Argentina";-34.7833;-58.35
B1846;BARRIO SAN JUAN (ALTE. BROWN, PDO. ALTE. BROWN);Buenos Aires;"Argentina";-34.7849;-58.3791
B1846;BARRIO LA TABLADA;Buenos Aires;"Argentina";-34.7849;-58.3791
B1847;RAFAEL CALZADA;Buenos Aires;"Argentina";-34.8;-58.3667
B1847;BARRIO SAN PEDRO (RAFAEL CALZADA, PDO.ALTE.BROWN);Buenos Aires;"Argentina";-34.8;-58.3667
B1847;BARRIO VILLA LAURA;Buenos Aires;"Argentina";-34.8;-58.3667
B1847;BARRIO ASUNCION;Buenos Aires;"Argentina";-34.8;-58.3667
B1847;BARRIO GUADALUPE (RAFAEL CALZADA, PDO. ALTE. BROWN);Buenos Aires;"Argentina";-34.8;-58.3667
B1847;RAFAEL CALZADA ESTAFETA Nº1;Buenos Aires;"Argentina";-34.8;-58.3667
B1847;BARRIO ZABALA;Buenos Aires;"Argentina";-34.8;-58.3667
B1847;BARRIO SAN JAVIER;Buenos Aires;"Argentina";-34.8;-58.3667
B1847;BARRIO LA GLORIA;Buenos Aires;"Argentina";-34.8;-58.3667
B1848;LAS MALVINAS (PARADA FCDFS.);Buenos Aires;"Argentina";-34.795;-58.3861
B1849;BARRIO LA JOVITA;Buenos Aires;"Argentina";-34.8;-58.3333
B1849;BARRIO SANZ;Buenos Aires;"Argentina";-34.8;-58.3333
B1849;BARRIO EL TREBOL;Buenos Aires;"Argentina";-34.8;-58.3333
B1849;BARRIO LAS TUNAS;Buenos Aires;"Argentina";-34.8;-58.3333
B1849;CLAYPOLE;Buenos Aires;"Argentina";-34.8;-58.3333
B1849;BARRIO SANTA CLARA;Buenos Aires;"Argentina";-34.8;-58.3333
B1849;BARRIO SAN LUCAS;Buenos Aires;"Argentina";-34.8;-58.3333
B1849;BARRIO EL PATRONATO;Buenos Aires;"Argentina";-34.8;-58.3333
B1849;BARRIO LAS MALVINAS;Buenos Aires;"Argentina";-34.8;-58.3333
B1849;CLAYPOLE ESTAFETA NO.1;Buenos Aires;"Argentina";-34.8;-58.3333
B1849;BARRIO PARQUE MARIANO MORENO;Buenos Aires;"Argentina";-34.8;-58.3333
B1852;BARRIO LA CUMBRE (BURZACO, PDO. ALTE. BROWN);Buenos Aires;"Argentina";-34.8333;-58.3833
B1852;BARRIO EL HORNERO;Buenos Aires;"Argentina";-34.8333;-58.3833
B1852;MINISTRO RIVADAVIA;Buenos Aires;"Argentina";-34.85;-58.3667
B1852;BURZACO ESTAFETA No.2;Buenos Aires;"Argentina";-34.8333;-58.3833
B1852;BARRIO EL GAUCHO (BURZACO, PDO. ALTE. BROWN);Buenos Aires;"Argentina";-34.8333;-58.3833
B1852;BARRIO LA CARLOTA;Buenos Aires;"Argentina";-34.8333;-58.3833
B1852;BURZACO ESTAFETA No.1;Buenos Aires;"Argentina";-34.8333;-58.3833
B1852;BURZACO;Buenos Aires;"Argentina";-34.8167;-58.4
B1852;BARRIO DOÑA SOL;Buenos Aires;"Argentina";-34.8333;-58.3833
B1852;BARRIO ARZENO;Buenos Aires;"Argentina";-34.8333;-58.3833
B1852;BARRIO SAKURA;Buenos Aires;"Argentina";-34.8333;-58.3833
B1854;LONGCHAMPS ESTAFETA No.2;Buenos Aires;"Argentina";-34.8517;-58.3964
B1854;BARRIO LOS ALAMOS;Buenos Aires;"Argentina";-34.8517;-58.3964
B1854;BARRIO RAYO DE SOL (LONGCHAMPS, PDO. ALTE. BROWN);Buenos Aires;"Argentina";-34.8517;-58.3964
B1854;BARRIO DON LUIS;Buenos Aires;"Argentina";-34.8517;-58.3964
B1854;LONGCHAMPS;Buenos Aires;"Argentina";-34.8517;-58.3964
B1854;BARRIO GENERAL BELGRANO (LONGCHAMPS, PDO. ALTE. BROWN);Buenos Aires;"Argentina";-34.8517;-58.3964
B1856;BARRIO PARQUE ROMA;Buenos Aires;"Argentina";-34.8881;-58.3842
B1856;BARRIO ALMAFUERTE (GLEW, PDO. ALTE. BROWN);Buenos Aires;"Argentina";-34.8881;-58.3842
B1856;BARRIO PARQUE IPONA;Buenos Aires;"Argentina";-34.8881;-58.3842
B1856;BARRIO GORRITI;Buenos Aires;"Argentina";-34.8881;-58.3842
B1856;GLEW;Buenos Aires;"Argentina";-34.8881;-58.3842
B1856;BARRIO LA REFORMA;Buenos Aires;"Argentina";-34.8881;-58.3842
B1858;LA BICHA;Buenos Aires;"Argentina";-34.8516;-58.3868
B1862;GUERNICA;Buenos Aires;"Argentina";-34.9172;-58.3869
B1862;GUERNICA ESTAFETA No.1;Buenos Aires;"Argentina";-34.9172;-58.3869
B1862;BARRIO SANTA MAGDALENA;Buenos Aires;"Argentina";-34.9172;-58.3869
B1862;BARRIO SAN PABLO;Buenos Aires;"Argentina";-34.9172;-58.3869
B1864;ALEJANDRO KORN;Buenos Aires;"Argentina";-34.9828;-58.3825
B1864;EMPALME SAN VICENTE;Buenos Aires;"Argentina";-34.9667;-58.3667
B1865;SAN VICENTE;Buenos Aires;"Argentina";-34.9667;-58.3667
B1865;POSTA DE OYHANART;Buenos Aires;"Argentina";-34.9667;-58.3667
B1865;LA ARGENTINA;Buenos Aires;"Argentina";-34.9667;-58.3667
B1865;LA FORTUNA;Buenos Aires;"Argentina";-34.9667;-58.3667
B1865;EL PAMPERO;Buenos Aires;"Argentina";-34.9667;-58.3667
B1870;GERLI ESTAFETA No.1;Buenos Aires;"Argentina";-34.6506;-58.3822
B1870;GERLI (PDO. AVELLANEDA);Buenos Aires;"Argentina";-34.6506;-58.3822
B1870;AVELLANEDA;Buenos Aires;"Argentina";-34.6506;-58.3822
B1870;KILOMETRO 5 (ESTACION FCGR.);Buenos Aires;"Argentina";-34.6506;-58.3822
B1870;LA MOSCA;Buenos Aires;"Argentina";-34.6506;-58.3822
B1870;BULLRICH;Buenos Aires;"Argentina";-34.6506;-58.3822
B1870;CRUCECITA;Buenos Aires;"Argentina";-34.6506;-58.3822
B1870;PIÑEYRO (PDO. DE AVELLANEDA);Buenos Aires;"Argentina";-34.6506;-58.3822
B1871;ISLA MACIEL;Buenos Aires;"Argentina";-34.6333;-58.3667
